title,date,date_is_approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename_old,rights,rightsstatement,format_original,type,format,language,reference url,cdmid,contentdm_file_name,objectid,youtubeid,display_template,filename,object_location,image_small,image_thumb,errors
International Night - Brian Bromberg [15],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg016,jazz92-intl_nite_bromberg016.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/367,367,336.jp2,jazzfest369,,image,jazzfest369.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest369.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest369_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest369_th.jpg,
International Night - Leonid Vintskevich,1992-02-19,,"Vintskevich, Leonid",piano,,,35 mm color slide. Leonid Vintskevich plays piano at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-092,jazz92-international_night-092.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/368,368,256.jp2,jazzfest370,,image,jazzfest370.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest370.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest370_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest370_th.jpg,
Lionel Hampton and Student Vocalist [6],1991-02-23,,"Hampton, Lionel",,,,35mm color negative. A student vocalist performs at the 1991 Lionel Hampton-Chevron Jazz Festival evening concert while Lionel Hampton stands to the side.,"University of Idaho Photo Services; Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz91-011-prout-002f,jazz91-011-prout-002f.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/369,369,347.jp2,jazzfest371,,image,jazzfest371.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest371.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest371_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest371_th.jpg,
International Night - Gail Wynters [1],1992-02-19,,"Wynters, Gail",vocals,,,35 mm color slide. Gail Wynters on stage at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-055,jazz92-international_night-055.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/370,370,368.jp2,jazzfest372,,image,jazzfest372.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest372.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest372_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest372_th.jpg,
International Night - Paquito D'Rivera [25],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi025,jazz92-intl_nite_d'riviera_roditi025.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/371,371,241.jp2,jazzfest373,,image,jazzfest373.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest373.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest373_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest373_th.jpg,
International Night - Brian Bromberg [21],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg022,jazz92-intl_nite_bromberg022.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/372,372,380.jp2,jazzfest374,,image,jazzfest374.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest374.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest374_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest374_th.jpg,
International Night - Paquito D'Rivera [1],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi001,jazz92-intl_nite_d'riviera_roditi001.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/373,373,274.jp2,jazzfest375,,image,jazzfest375.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest375.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest375_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest375_th.jpg,
International Night - Brian Bromberg [32],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg034,jazz92-intl_nite_bromberg034.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/374,374,259.jp2,jazzfest376,,image,jazzfest376.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest376.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest376_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest376_th.jpg,
International Night - Lembit Saarsalu [1],1992-02-19,,"Saarsalu, Lembit",saxophone,,,35 mm color slide. Lembit Saarsalu plays saxophone at the Pepsi International World Jazz Night at the Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-023,jazz92-international_night-023.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/375,375,313.jp2,jazzfest377,,image,jazzfest377.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest377.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest377_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest377_th.jpg,
Lionel Hampton and Student Vocalist [5],1991-02-23,,"Hampton, Lionel",,,,35mm color negative. A student vocalist performs at the 1991 Lionel Hampton-Chevron Jazz Festival evening concert while Lionel Hampton stands to the side.,"University of Idaho Photo Services; Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz91-011-prout-002e,jazz91-011-prout-002e.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/376,376,340.jp2,jazzfest378,,image,jazzfest378.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest378.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest378_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest378_th.jpg,
International Night - Lisa Capers [4],1992-02-19,,"Capers, Lisa",vocals,,,35 mm color slide. Lisa Capers on stage at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-084,jazz92-international_night-084.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/377,377,310.jp2,jazzfest379,,image,jazzfest379.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest379.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest379_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest379_th.jpg,
International Night - Kazu Matsui [1],1992-02-19,,"Matsui, Kazu",flute,,,35 mm color slide. Kazu Matsui on stage at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-064,jazz92-international_night-064.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/378,378,385.jp2,jazzfest380,,image,jazzfest380.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest380.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest380_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest380_th.jpg,
Lionel Hampton and Student Vocalist [3],1991-02-23,,"Hampton, Lionel",,,,35mm color negative. A student vocalist performs at the 1991 Lionel Hampton-Chevron Jazz Festival evening concert while Lionel Hampton stands to the side.,"University of Idaho Photo Services; Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz91-011-prout-002c,jazz91-011-prout-002c.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/379,379,323.jp2,jazzfest381,,image,jazzfest381.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest381.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest381_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest381_th.jpg,
